# x, y
-2.207062530517578125e+01 2.207062530517578125e+01
-1.316512298583984375e+01 1.316512298583984375e+01
1.533434295654296875e+01 -1.533434295654296875e+01
9.538072204589843750e+01 -9.538072204589843750e+01
7.261950683593750000e+01 -7.261950683593750000e+01
-1.217358398437500000e+01 1.217358398437500000e+01
-7.861062622070312500e+01 7.861062622070312500e+01
-6.640652465820312500e+01 6.640652465820312500e+01
-3.219749450683593750e+01 3.219749450683593750e+01
6.215461730957031250e+00 -6.215461730957031250e+00
2.674814605712890625e+01 -2.674814605712890625e+01
9.157955932617187500e+01 -9.157955932617187500e+01
-8.599732208251953125e+01 8.599732208251953125e+01
2.544169616699218750e+01 -2.544169616699218750e+01
-2.489074707031250000e+00 2.489074707031250000e+00
-7.209274291992187500e+00 7.209274291992187500e+00
-7.679052734375000000e+01 7.679052734375000000e+01
-3.056767272949218750e+01 3.056767272949218750e+01
-5.404375457763671875e+01 5.404375457763671875e+01
-1.336153411865234375e+01 1.336153411865234375e+01
5.433395385742187500e+01 -5.433395385742187500e+01
2.705836486816406250e+01 -2.705836486816406250e+01
-8.047576904296875000e+00 8.047576904296875000e+00
-3.818677139282226562e+01 3.818677139282226562e+01
-1.464243316650390625e+01 1.464243316650390625e+01
-9.863869476318359375e+01 9.863869476318359375e+01
1.499260711669921875e+01 -1.499260711669921875e+01
-8.300265502929687500e+01 8.300265502929687500e+01
-9.978102111816406250e+01 9.978102111816406250e+01
1.701035308837890625e+01 -1.701035308837890625e+01
8.620782470703125000e+01 -8.620782470703125000e+01
3.630471801757812500e+01 -3.630471801757812500e+01
-6.271637344360351562e+01 6.271637344360351562e+01
2.617005920410156250e+01 -2.617005920410156250e+01
6.589770507812500000e+01 -6.589770507812500000e+01
-2.691954803466796875e+01 2.691954803466796875e+01
-8.387060546875000000e+01 8.387060546875000000e+01
5.870829772949218750e+01 -5.870829772949218750e+01
-3.154219055175781250e+01 3.154219055175781250e+01
-7.625078582763671875e+01 7.625078582763671875e+01
-2.029366302490234375e+01 2.029366302490234375e+01
-1.067884826660156250e+01 1.067884826660156250e+01
8.402906799316406250e+01 -8.402906799316406250e+01
4.507221984863281250e+01 -4.507221984863281250e+01
3.843249511718750000e+01 -3.843249511718750000e+01
5.057647705078125000e+01 -5.057647705078125000e+01
3.462683105468750000e+01 -3.462683105468750000e+01
6.575225830078125000e+00 -6.575225830078125000e+00
5.596038818359375000e+00 -5.596038818359375000e+00
-7.685714721679687500e+01 7.685714721679687500e+01
1.306375122070312500e+01 -1.306375122070312500e+01
-7.752481079101562500e+01 7.752481079101562500e+01
-6.724604797363281250e+01 6.724604797363281250e+01
-5.795603179931640625e+01 5.795603179931640625e+01
-4.936561584472656250e+00 4.936561584472656250e+00
3.838290405273437500e+01 -3.838290405273437500e+01
2.089966583251953125e+01 -2.089966583251953125e+01
-9.555308532714843750e+01 9.555308532714843750e+01
3.480064392089843750e+01 -3.480064392089843750e+01
-6.136130523681640625e+01 6.136130523681640625e+01
-7.523565673828125000e+01 7.523565673828125000e+01
-5.944034957885742188e+01 5.944034957885742188e+01
3.889152526855468750e+01 -3.889152526855468750e+01
1.232469177246093750e+01 -1.232469177246093750e+01
-9.834602355957031250e+00 9.834602355957031250e+00
1.104575347900390625e+01 -1.104575347900390625e+01
-2.361783599853515625e+01 2.361783599853515625e+01
1.404522705078125000e+01 -1.404522705078125000e+01
-2.169471740722656250e+01 2.169471740722656250e+01
1.720088958740234375e+01 -1.720088958740234375e+01
5.245173645019531250e+01 -5.245173645019531250e+01
2.303066253662109375e+01 -2.303066253662109375e+01
-5.835310363769531250e+01 5.835310363769531250e+01
-7.494767761230468750e+01 7.494767761230468750e+01
-8.273882293701171875e+01 8.273882293701171875e+01
2.803421020507812500e+01 -2.803421020507812500e+01
2.636627197265625000e+00 -2.636627197265625000e+00
-7.724737548828125000e+01 7.724737548828125000e+01
-3.055049133300781250e+01 3.055049133300781250e+01
2.966114807128906250e+01 -2.966114807128906250e+01
-2.370603179931640625e+01 2.370603179931640625e+01
-4.925471496582031250e+01 4.925471496582031250e+01
-2.920738983154296875e+01 2.920738983154296875e+01
8.877113342285156250e+01 -8.877113342285156250e+01
-1.365814208984375000e+01 1.365814208984375000e+01
-9.077754211425781250e+01 9.077754211425781250e+01
1.284065246582031250e+00 -1.284065246582031250e+00
4.460244750976562500e+01 -4.460244750976562500e+01
8.213546752929687500e+01 -8.213546752929687500e+01
-1.917502593994140625e+01 1.917502593994140625e+01
-6.071883010864257812e+01 6.071883010864257812e+01
-5.088234710693359375e+01 5.088234710693359375e+01
6.245187377929687500e+01 -6.245187377929687500e+01
-6.088294982910156250e+00 6.088294982910156250e+00
-3.338986968994140625e+01 3.338986968994140625e+01
6.379986572265625000e+01 -6.379986572265625000e+01
6.775119018554687500e+01 -6.775119018554687500e+01
4.107852172851562500e+01 -4.107852172851562500e+01
-5.851462936401367188e+01 5.851462936401367188e+01
-1.210824584960937500e+01 1.210824584960937500e+01
-9.141343688964843750e+01 9.141343688964843750e+01
1.609635162353515625e+01 -1.609635162353515625e+01
6.311872863769531250e+01 -6.311872863769531250e+01
-3.159640502929687500e+01 3.159640502929687500e+01
-1.096057891845703125e+01 1.096057891845703125e+01
-7.572821044921875000e+01 7.572821044921875000e+01
5.682234191894531250e+01 -5.682234191894531250e+01
-4.683831787109375000e+01 4.683831787109375000e+01
1.460177612304687500e+01 -1.460177612304687500e+01
3.544685363769531250e+00 -3.544685363769531250e+00
-7.481807708740234375e+01 7.481807708740234375e+01
-7.262258148193359375e+01 7.262258148193359375e+01
2.499443054199218750e+01 -2.499443054199218750e+01
-8.456024932861328125e+01 8.456024932861328125e+01
6.531625366210937500e+01 -6.531625366210937500e+01
5.602444458007812500e+01 -5.602444458007812500e+01
9.329589843750000000e+00 -9.329589843750000000e+00
-6.389571380615234375e+01 6.389571380615234375e+01
9.580291748046875000e+00 -9.580291748046875000e+00
6.636245727539062500e+01 -6.636245727539062500e+01
5.184033203125000000e+01 -5.184033203125000000e+01
